step,stage,machine_id,machine_age,in_maintenance,maintenance_timer,failed,buffer_level,wips_in_machine,wips_held,action,reward
101,1,2,0.0,1,2,0,600,0,0,1,-12000.0
101,1,3,2.0,0,0,0,600,100,0,0,-12000.0
102,0,0,0.0,1,1,0,800,0,0,0,-8000.0
102,0,1,3.0,0,0,0,800,100,0,0,-8000.0
102,1,2,0.0,1,1,0,700,0,0,0,-8000.0
102,1,3,0.0,1,2,0,700,0,0,1,-8000.0
103,0,0,1.0,0,0,0,700,100,0,0,-7000.0
103,0,1,0.0,1,2,0,700,0,0,1,-7000.0
103,1,2,1.0,0,0,0,700,100,0,0,-7000.0
103,1,3,0.0,1,1,0,700,0,0,0,-7000.0
104,0,0,2.0,0,0,0,1400,100,0,0,-10960.0
104,0,1,0.0,1,1,0,1400,0,0,1,-10960.0
104,1,2,0.0,1,2,0,700,0,0,1,-10960.0
104,1,3,1.0,0,0,0,700,100,0,1,-10960.0
105,0,0,0.0,1,2,0,1300,0,0,1,-13000.0
105,0,1,1.0,0,0,0,1300,100,0,0,-13000.0
105,1,2,0.0,1,1,0,800,0,0,0,-13000.0
105,1,3,0.0,1,2,0,800,0,0,1,-13000.0
106,0,0,0.0,1,1,0,1200,0,0,0,-2000.0
106,0,1,2.0,0,0,0,1200,100,0,0,-2000.0
106,1,2,1.0,0,0,0,800,100,0,1,-2000.0
106,1,3,0.0,1,1,0,800,0,0,1,-2000.0
107,0,0,1.0,0,0,0,1100,100,0,0,-12000.0
107,0,1,0.0,1,2,0,1100,0,0,1,-12000.0
107,1,2,0.0,1,2,0,800,0,0,1,-12000.0
107,1,3,1.0,0,0,0,800,100,0,0,-12000.0
108,0,0,0.0,1,2,0,1100,0,0,1,-8000.0
108,0,1,0.0,1,1,0,1100,0,0,0,-8000.0
108,1,2,0.0,1,1,0,800,0,0,1,-8000.0
108,1,3,2.0,0,0,0,800,100,0,0,-8000.0
109,0,0,0.0,1,1,0,1000,0,0,1,-7000.0
109,0,1,1.0,0,0,0,1000,100,0,1,-7000.0
109,1,2,1.0,0,0,0,700,100,0,0,-7000.0
109,1,3,0.0,1,2,0,700,0,0,1,-7000.0
110,0,0,1.0,0,0,0,800,100,0,1,-7000.0
110,0,1,2.0,0,0,0,800,100,0,0,-7000.0
110,1,2,0.0,1,2,0,800,0,0,1,-7000.0
110,1,3,0.0,1,1,0,800,0,0,0,-7000.0
111,0,0,0.0,1,2,0,1400,0,0,1,-11470.0
111,0,1,3.0,0,0,0,1400,100,0,0,-11470.0
111,1,2,0.0,1,1,0,900,0,0,1,-11470.0
111,1,3,1.0,0,0,0,900,100,0,1,-11470.0
112,0,0,0.0,1,1,0,1400,0,0,0,-7000.0
112,0,1,0.0,1,2,0,1400,0,0,1,-7000.0
112,1,2,1.0,0,0,0,800,100,0,0,-7000.0
112,1,3,2.0,0,0,0,800,100,0,0,-7000.0
113,0,0,1.0,0,0,0,1300,100,0,1,-13000.0
113,0,1,0.0,1,1,0,1300,0,0,1,-13000.0
113,1,2,0.0,1,2,0,800,0,0,1,-13000.0
113,1,3,0.0,1,2,0,800,0,0,1,-13000.0
114,0,0,2.0,0,0,0,1100,100,0,0,-2000.0
114,0,1,1.0,0,0,0,1100,100,0,1,-2000.0
114,1,2,0.0,1,1,0,900,0,0,0,-2000.0
114,1,3,0.0,1,1,0,900,0,0,1,-2000.0
115,0,0,3.0,0,0,0,1000,100,0,0,-6000.0
115,0,1,0.0,1,2,0,1000,0,0,1,-6000.0
115,1,2,1.0,0,0,0,900,100,0,1,-6000.0
115,1,3,1.0,0,0,0,900,100,0,0,-6000.0
116,0,0,0.0,1,2,0,1000,0,0,1,-19000.0
116,0,1,0.0,1,1,0,1000,0,0,1,-19000.0
116,1,2,0.0,1,2,0,1000,0,0,1,-19000.0
116,1,3,0.0,1,2,0,1000,0,0,1,-19000.0
117,0,0,0.0,1,1,0,900,0,0,1,-3000.0
117,0,1,1.0,0,0,0,900,100,0,1,-3000.0
117,1,2,0.0,1,1,0,1000,0,0,0,-3000.0
117,1,3,0.0,1,1,0,1000,0,0,1,-3000.0
118,0,0,1.0,0,0,0,1400,100,0,1,-11990.0
118,0,1,0.0,1,2,0,1400,0,0,1,-11990.0
118,1,2,1.0,0,0,0,900,100,0,0,-11990.0
118,1,3,1.0,0,0,0,900,100,0,1,-11990.0
119,0,0,2.0,0,0,0,1300,100,0,0,-7000.0
119,0,1,0.0,1,1,0,1300,0,0,1,-7000.0
119,1,2,2.0,0,0,0,900,100,0,0,-7000.0
119,1,3,0.0,1,2,0,900,0,0,1,-7000.0
120,0,0,3.0,0,0,0,1100,100,0,0,-1000.0
120,0,1,1.0,0,0,0,1100,100,0,0,-1000.0
120,1,2,3.0,0,0,0,900,100,0,0,-1000.0
120,1,3,0.0,1,1,0,900,0,0,0,-1000.0
121,0,0,0.0,1,2,0,1100,0,0,1,-18000.0
121,0,1,0.0,1,2,0,1100,0,0,1,-18000.0
121,1,2,0.0,1,2,0,1000,0,0,1,-18000.0
121,1,3,1.0,0,0,0,1000,100,0,0,-18000.0
122,0,0,0.0,1,1,0,1100,0,0,0,-9000.0
122,0,1,0.0,1,1,0,1100,0,0,0,-9000.0
122,1,2,0.0,1,1,0,1000,0,0,1,-9000.0
122,1,3,0.0,1,2,0,1000,0,0,1,-9000.0
123,0,0,1.0,0,0,0,900,100,0,1,-1000.0
123,0,1,1.0,0,0,0,900,100,0,1,-1000.0
123,1,2,1.0,0,0,0,900,100,0,0,-1000.0
123,1,3,0.0,1,1,0,900,0,0,1,-1000.0
124,0,0,0.0,1,2,0,800,0,0,1,-12000.0
124,0,1,2.0,0,0,0,800,100,0,0,-12000.0
124,1,2,0.0,1,2,0,1000,0,0,1,-12000.0
124,1,3,1.0,0,0,0,1000,100,0,0,-12000.0
125,0,0,0.0,1,1,0,1400,0,0,1,-19850.0
125,0,1,0.0,1,2,0,1400,0,0,1,-19850.0
125,1,2,0.0,1,1,0,1100,0,0,0,-19850.0
125,1,3,0.0,1,2,0,1100,0,0,1,-19850.0
126,0,0,1.0,0,0,0,1300,100,0,0,-2000.0
126,0,1,0.0,1,1,0,1300,0,0,0,-2000.0
126,1,2,1.0,0,0,0,1000,100,0,1,-2000.0
126,1,3,0.0,1,1,0,1000,0,0,1,-2000.0
127,0,0,0.0,1,2,0,1200,0,0,1,-12000.0
127,0,1,1.0,0,0,0,1200,100,0,0,-12000.0
127,1,2,0.0,1,2,0,1000,0,0,1,-12000.0
127,1,3,1.0,0,0,0,1000,100,0,0,-12000.0
128,0,0,0.0,1,1,0,1100,0,0,1,-2000.0
128,0,1,2.0,0,0,0,1100,100,0,0,-2000.0
128,1,2,0.0,1,1,0,1000,0,0,1,-2000.0
128,1,3,2.0,0,0,0,1000,100,0,0,-2000.0
129,0,0,1.0,0,0,0,900,100,0,0,-0.0
129,0,1,3.0,0,0,0,900,100,0,0,-0.0
129,1,2,1.0,0,0,0,900,100,0,1,-0.0
129,1,3,3.0,0,0,0,900,100,0,0,-0.0
130,0,0,2.0,0,0,0,800,100,0,0,-12000.0
130,0,1,0.0,1,2,0,800,0,0,1,-12000.0
130,1,2,2.0,0,0,0,1000,100,0,0,-12000.0
130,1,3,0.0,1,2,0,1000,0,0,1,-12000.0
131,0,0,0.0,1,2,0,800,0,0,1,-14000.0
131,0,1,0.0,1,1,0,800,0,0,1,-14000.0
131,1,2,0.0,1,2,0,1100,0,0,1,-14000.0
131,1,3,0.0,1,1,0,1100,0,0,0,-14000.0
132,0,0,0.0,1,1,0,1400,0,0,0,-7800.0
132,0,1,1.0,0,0,0,1400,100,0,1,-7800.0
132,1,2,0.0,1,1,0,1000,0,0,0,-7800.0
132,1,3,1.0,0,0,0,1000,100,0,0,-7800.0
133,0,0,1.0,0,0,0,1200,100,0,0,-0.0
133,0,1,2.0,0,0,0,1200,100,0,0,-0.0
133,1,2,1.0,0,0,0,900,100,0,0,-0.0
133,1,3,2.0,0,0,0,900,100,0,0,-0.0
134,0,0,2.0,0,0,0,1100,100,0,0,-12000.0
134,0,1,0.0,1,2,0,1100,0,0,1,-12000.0
134,1,2,2.0,0,0,0,1000,100,0,0,-12000.0
134,1,3,0.0,1,2,0,1000,0,0,1,-12000.0
135,0,0,0.0,1,2,0,1100,0,0,1,-14000.0
135,0,1,0.0,1,1,0,1100,0,0,0,-14000.0
135,1,2,0.0,1,2,0,1100,0,0,1,-14000.0
135,1,3,0.0,1,1,0,1100,0,0,1,-14000.0
136,0,0,0.0,1,1,0,1000,0,0,0,-2000.0
136,0,1,1.0,0,0,0,1000,100,0,1,-2000.0
136,1,2,0.0,1,1,0,1000,0,0,0,-2000.0
136,1,3,1.0,0,0,0,1000,100,0,1,-2000.0
137,0,0,1.0,0,0,0,900,100,0,1,-6000.0
137,0,1,0.0,1,2,0,900,0,0,1,-6000.0
137,1,2,1.0,0,0,0,900,100,0,0,-6000.0
137,1,3,2.0,0,0,0,900,100,0,0,-6000.0
138,0,0,0.0,1,2,0,900,0,0,1,-7000.0
138,0,1,0.0,1,1,0,900,0,0,1,-7000.0
138,1,2,2.0,0,0,0,800,100,0,0,-7000.0
138,1,3,3.0,0,0,0,800,100,0,0,-7000.0
139,0,0,0.0,1,1,0,1400,0,0,1,-19390.0
139,0,1,1.0,0,0,0,1400,100,0,0,-19390.0
139,1,2,0.0,1,2,0,800,0,0,1,-19390.0
139,1,3,0.0,1,2,0,800,0,0,1,-19390.0
140,0,0,1.0,0,0,0,1200,100,0,1,-2000.0
140,0,1,2.0,0,0,0,1200,100,0,0,-2000.0
140,1,2,0.0,1,1,0,900,0,0,0,-2000.0
140,1,3,0.0,1,1,0,900,0,0,1,-2000.0
141,0,0,2.0,0,0,0,1100,100,0,0,-6000.0
141,0,1,0.0,1,2,0,1100,0,0,1,-6000.0
141,1,2,1.0,0,0,0,900,100,0,0,-6000.0
141,1,3,1.0,0,0,0,900,100,0,0,-6000.0
142,0,0,0.0,1,2,0,1100,0,0,1,-7000.0
142,0,1,0.0,1,1,0,1100,0,0,0,-7000.0
142,1,2,2.0,0,0,0,800,100,0,0,-7000.0
142,1,3,2.0,0,0,0,800,100,0,0,-7000.0
143,0,0,0.0,1,1,0,1000,0,0,0,-1000.0
143,0,1,1.0,0,0,0,1000,100,0,1,-1000.0
143,1,2,3.0,0,0,0,600,100,0,0,-1000.0
143,1,3,3.0,0,0,0,600,100,0,0,-1000.0
144,0,0,1.0,0,0,0,900,100,0,1,-12000.0
144,0,1,0.0,1,2,0,900,0,0,1,-12000.0
144,1,2,0.0,1,2,0,600,0,0,1,-12000.0
144,1,3,4.0,0,0,0,600,100,0,0,-12000.0
145,0,0,2.0,0,0,0,800,100,0,0,-8000.0
145,0,1,0.0,1,1,0,800,0,0,1,-8000.0
145,1,2,0.0,1,1,0,700,0,0,0,-8000.0
145,1,3,0.0,1,2,0,700,0,0,1,-8000.0
146,0,0,0.0,1,2,0,1400,0,0,1,-11780.0
146,0,1,1.0,0,0,0,1400,100,0,1,-11780.0
146,1,2,1.0,0,0,0,700,100,0,1,-11780.0
146,1,3,0.0,1,1,0,700,0,0,1,-11780.0
147,0,0,0.0,1,1,0,1400,0,0,0,-7000.0
147,0,1,0.0,1,2,0,1400,0,0,1,-7000.0
147,1,2,2.0,0,0,0,600,100,0,0,-7000.0
147,1,3,1.0,0,0,0,600,100,0,1,-7000.0
148,0,0,1.0,0,0,0,1300,100,0,0,-13000.0
148,0,1,0.0,1,1,0,1300,0,0,0,-13000.0
148,1,2,0.0,1,2,0,600,0,0,1,-13000.0
148,1,3,0.0,1,2,0,600,0,0,1,-13000.0
149,0,0,0.0,1,2,0,1200,0,0,1,-8000.0
149,0,1,1.0,0,0,0,1200,100,0,1,-8000.0
149,1,2,0.0,1,1,0,700,0,0,0,-8000.0
149,1,3,0.0,1,1,0,700,0,0,0,-8000.0
150,0,0,0.0,1,1,0,1100,0,0,0,-1000.0
150,0,1,2.0,0,0,0,1100,100,0,0,-1000.0
150,1,2,1.0,0,0,0,600,100,0,0,-1000.0
150,1,3,1.0,0,0,0,600,100,0,0,-1000.0
151,0,0,1.0,0,0,0,1000,100,0,0,-12000.0
151,0,1,0.0,1,2,0,1000,0,0,1,-12000.0
151,1,2,0.0,1,2,0,600,0,0,1,-12000.0
151,1,3,2.0,0,0,0,600,100,0,0,-12000.0
152,0,0,0.0,1,2,0,1000,0,0,1,-8000.0
152,0,1,0.0,1,1,0,1000,0,0,1,-8000.0
152,1,2,0.0,1,1,0,600,0,0,0,-8000.0
152,1,3,3.0,0,0,0,600,100,0,0,-8000.0
153,0,0,0.0,1,1,0,1400,0,0,0,-8030.0
153,0,1,1.0,0,0,0,1400,100,0,1,-8030.0
153,1,2,1.0,0,0,0,400,100,0,0,-8030.0
153,1,3,4.0,0,0,0,400,100,0,0,-8030.0
154,0,0,1.0,0,0,0,1300,100,0,1,-18000.0
154,0,1,0.0,1,2,0,1300,0,0,1,-18000.0
154,1,2,0.0,1,2,0,500,0,0,1,-18000.0
154,1,3,0.0,1,2,0,500,0,0,1,-18000.0
155,0,0,2.0,0,0,0,1200,100,0,0,-3000.0
155,0,1,0.0,1,1,0,1200,0,0,1,-3000.0
155,1,2,0.0,1,1,0,600,0,0,0,-3000.0
155,1,3,0.0,1,1,0,600,0,0,0,-3000.0
156,0,0,3.0,0,0,0,1000,100,0,0,-0.0
156,0,1,1.0,0,0,0,1000,100,0,0,-0.0
156,1,2,1.0,0,0,0,500,100,0,1,-0.0
156,1,3,1.0,0,0,0,500,100,0,0,-0.0
157,0,0,4.0,0,0,0,800,100,0,0,-6000.0
157,0,1,2.0,0,0,0,800,100,0,0,-6000.0
157,1,2,2.0,0,0,0,600,100,0,0,-6000.0
157,1,3,0.0,1,2,0,600,0,0,1,-6000.0
158,0,0,5.0,0,0,0,700,100,0,0,-7000.0
158,0,1,0.0,1,2,0,700,0,0,1,-7000.0
158,1,2,3.0,0,0,0,700,100,0,0,-7000.0
158,1,3,0.0,1,1,0,700,0,0,1,-7000.0
159,0,0,0.0,1,2,0,700,0,0,1,-7000.0
159,0,1,0.0,1,1,0,700,0,0,1,-7000.0
159,1,2,4.0,0,0,0,600,100,0,0,-7000.0
159,1,3,1.0,0,0,0,600,100,0,0,-7000.0
160,0,0,0.0,1,1,0,1400,0,0,1,-4930.0
160,0,1,1.0,0,0,0,1400,100,0,0,-4930.0
160,1,2,5.0,0,0,0,400,100,0,0,-4930.0
160,1,3,2.0,0,0,0,400,100,0,0,-4930.0
161,0,0,1.0,0,0,0,1200,100,0,0,-6000.0
161,0,1,2.0,0,0,0,1200,100,0,0,-6000.0
161,1,2,0.0,1,2,0,400,0,0,1,-6000.0
161,1,3,3.0,0,0,0,400,100,0,0,-6000.0
162,0,0,2.0,0,0,0,1100,100,0,0,-7000.0
162,0,1,0.0,1,2,0,1100,0,0,1,-7000.0
162,1,2,0.0,1,1,0,500,0,0,0,-7000.0
162,1,3,4.0,0,0,0,500,100,0,0,-7000.0
163,0,0,0.0,1,2,0,1100,0,0,1,-13000.0
163,0,1,0.0,1,1,0,1100,0,0,0,-13000.0
163,1,2,1.0,0,0,0,500,100,0,1,-13000.0
163,1,3,0.0,1,2,0,500,0,0,1,-13000.0
164,0,0,0.0,1,1,0,1000,0,0,0,-8000.0
164,0,1,1.0,0,0,0,1000,100,0,1,-8000.0
164,1,2,0.0,1,2,0,500,0,0,1,-8000.0
164,1,3,0.0,1,1,0,500,0,0,0,-8000.0
165,0,0,1.0,0,0,0,800,100,0,1,-1000.0
165,0,1,2.0,0,0,0,800,100,0,0,-1000.0
165,1,2,0.0,1,1,0,500,0,0,0,-1000.0
165,1,3,1.0,0,0,0,500,100,0,0,-1000.0
166,0,0,0.0,1,2,0,700,0,0,1,-6000.0
166,0,1,3.0,0,0,0,700,100,0,0,-6000.0
166,1,2,1.0,0,0,0,500,100,0,1,-6000.0
166,1,3,2.0,0,0,0,500,100,0,0,-6000.0
167,0,0,0.0,1,1,0,1400,0,0,1,-17160.0
167,0,1,4.0,0,0,0,1400,100,0,0,-17160.0
167,1,2,0.0,1,2,0,600,0,0,1,-17160.0
167,1,3,0.0,1,2,0,600,0,0,1,-17160.0
168,0,0,1.0,0,0,0,1300,100,0,1,-8000.0
168,0,1,0.0,1,2,0,1300,0,0,1,-8000.0
168,1,2,0.0,1,1,0,700,0,0,0,-8000.0
168,1,3,0.0,1,1,0,700,0,0,0,-8000.0
169,0,0,2.0,0,0,0,1200,100,0,0,-1000.0
169,0,1,0.0,1,1,0,1200,0,0,0,-1000.0
169,1,2,1.0,0,0,0,600,100,0,1,-1000.0
169,1,3,1.0,0,0,0,600,100,0,0,-1000.0
170,0,0,0.0,1,2,0,1100,0,0,1,-12000.0
170,0,1,1.0,0,0,0,1100,100,0,1,-12000.0
170,1,2,2.0,0,0,0,600,100,0,0,-12000.0
170,1,3,0.0,1,2,0,600,0,0,1,-12000.0
171,0,0,0.0,1,1,0,1000,0,0,0,-8000.0
171,0,1,2.0,0,0,0,1000,100,0,0,-8000.0
171,1,2,0.0,1,2,0,700,0,0,1,-8000.0
171,1,3,0.0,1,1,0,700,0,0,1,-8000.0
172,0,0,1.0,0,0,0,900,100,0,1,-7000.0
172,0,1,0.0,1,2,0,900,0,0,1,-7000.0
172,1,2,0.0,1,1,0,700,0,0,1,-7000.0
172,1,3,1.0,0,0,0,700,100,0,1,-7000.0
173,0,0,2.0,0,0,0,800,100,0,0,-7000.0
173,0,1,0.0,1,1,0,800,0,0,0,-7000.0
173,1,2,1.0,0,0,0,700,100,0,0,-7000.0
173,1,3,0.0,1,2,0,700,0,0,1,-7000.0
174,0,0,0.0,1,2,0,1400,0,0,1,-18230.0
174,0,1,1.0,0,0,0,1400,100,0,1,-18230.0
174,1,2,0.0,1,2,0,800,0,0,1,-18230.0
174,1,3,0.0,1,1,0,800,0,0,0,-18230.0
175,0,0,0.0,1,1,0,1300,0,0,1,-2000.0
175,0,1,2.0,0,0,0,1300,100,0,0,-2000.0
175,1,2,0.0,1,1,0,800,0,0,0,-2000.0
175,1,3,1.0,0,0,0,800,100,0,0,-2000.0
176,0,0,1.0,0,0,0,1100,100,0,0,-0.0
176,0,1,3.0,0,0,0,1100,100,0,0,-0.0
176,1,2,1.0,0,0,0,700,100,0,0,-0.0
176,1,3,2.0,0,0,0,700,100,0,0,-0.0
177,0,0,2.0,0,0,0,900,100,0,0,-6000.0
177,0,1,4.0,0,0,0,900,100,0,0,-6000.0
177,1,2,2.0,0,0,0,800,100,0,0,-6000.0
177,1,3,0.0,1,2,0,800,0,0,1,-6000.0
178,0,0,3.0,0,0,0,800,100,0,0,-13000.0
178,0,1,0.0,1,2,0,800,0,0,1,-13000.0
178,1,2,0.0,1,2,0,1000,0,0,1,-13000.0
178,1,3,0.0,1,1,0,1000,0,0,0,-13000.0
179,0,0,0.0,1,2,0,800,0,0,1,-8000.0
179,0,1,0.0,1,1,0,800,0,0,1,-8000.0
179,1,2,0.0,1,1,0,1000,0,0,1,-8000.0
179,1,3,1.0,0,0,0,1000,100,0,0,-8000.0
180,0,0,0.0,1,1,0,700,0,0,0,-7000.0
180,0,1,1.0,0,0,0,700,100,0,1,-7000.0
180,1,2,1.0,0,0,0,900,100,0,0,-7000.0
180,1,3,0.0,1,2,0,900,0,0,1,-7000.0
181,0,0,1.0,0,0,0,1400,100,0,1,-10210.0
181,0,1,2.0,0,0,0,1400,100,0,0,-10210.0
181,1,2,0.0,1,2,0,1000,0,0,1,-10210.0
181,1,3,0.0,1,1,0,1000,0,0,0,-10210.0
182,0,0,0.0,1,2,0,1400,0,0,1,-13000.0
182,0,1,0.0,1,2,0,1400,0,0,1,-13000.0
182,1,2,0.0,1,1,0,1100,0,0,1,-13000.0
182,1,3,1.0,0,0,0,1100,100,0,1,-13000.0
183,0,0,0.0,1,1,0,1400,0,0,1,-2000.0
183,0,1,0.0,1,1,0,1400,0,0,0,-2000.0
183,1,2,1.0,0,0,0,900,100,0,0,-2000.0
183,1,3,2.0,0,0,0,900,100,0,0,-2000.0
184,0,0,1.0,0,0,0,1200,100,0,1,-12000.0
184,0,1,1.0,0,0,0,1200,100,0,0,-12000.0
184,1,2,0.0,1,2,0,900,0,0,1,-12000.0
184,1,3,0.0,1,2,0,900,0,0,1,-12000.0
185,0,0,0.0,1,2,0,1100,0,0,1,-8000.0
185,0,1,2.0,0,0,0,1100,100,0,0,-8000.0
185,1,2,0.0,1,1,0,1100,0,0,1,-8000.0
185,1,3,0.0,1,1,0,1100,0,0,0,-8000.0
186,0,0,0.0,1,1,0,1100,0,0,0,-7000.0
186,0,1,0.0,1,2,0,1100,0,0,1,-7000.0
186,1,2,1.0,0,0,0,1000,100,0,0,-7000.0
186,1,3,1.0,0,0,0,1000,100,0,0,-7000.0
187,0,0,1.0,0,0,0,1000,100,0,0,-13000.0
187,0,1,0.0,1,1,0,1000,0,0,0,-13000.0
187,1,2,0.0,1,2,0,1000,0,0,1,-13000.0
187,1,3,0.0,1,2,0,1000,0,0,1,-13000.0
188,0,0,0.0,1,2,0,1400,0,0,1,-14930.0
188,0,1,1.0,0,0,0,1400,100,0,0,-14930.0
188,1,2,0.0,1,1,0,1100,0,0,0,-14930.0
188,1,3,0.0,1,1,0,1100,0,0,1,-14930.0
189,0,0,0.0,1,1,0,1400,0,0,0,-7000.0
189,0,1,0.0,1,2,0,1400,0,0,1,-7000.0
189,1,2,1.0,0,0,0,1000,100,0,0,-7000.0
189,1,3,1.0,0,0,0,1000,100,0,0,-7000.0
190,0,0,1.0,0,0,0,1300,100,0,0,-7000.0
190,0,1,0.0,1,1,0,1300,0,0,0,-7000.0
190,1,2,2.0,0,0,0,900,100,0,0,-7000.0
190,1,3,0.0,1,2,0,900,0,0,1,-7000.0
191,0,0,0.0,1,2,0,1200,0,0,1,-13000.0
191,0,1,1.0,0,0,0,1200,100,0,0,-13000.0
191,1,2,0.0,1,2,0,1000,0,0,1,-13000.0
191,1,3,0.0,1,1,0,1000,0,0,1,-13000.0
192,0,0,0.0,1,1,0,1200,0,0,0,-8000.0
192,0,1,0.0,1,2,0,1200,0,0,1,-8000.0
192,1,2,0.0,1,1,0,1000,0,0,0,-8000.0
192,1,3,1.0,0,0,0,1000,100,0,0,-8000.0
193,0,0,1.0,0,0,0,1100,100,0,1,-7000.0
193,0,1,0.0,1,1,0,1100,0,0,0,-7000.0
193,1,2,1.0,0,0,0,900,100,0,0,-7000.0
193,1,3,0.0,1,2,0,900,0,0,1,-7000.0
194,0,0,0.0,1,2,0,1000,0,0,1,-7000.0
194,0,1,1.0,0,0,0,1000,100,0,1,-7000.0
194,1,2,2.0,0,0,0,900,100,0,0,-7000.0
194,1,3,0.0,1,1,0,900,0,0,0,-7000.0
195,0,0,0.0,1,1,0,1400,0,0,1,-8310.0
195,0,1,2.0,0,0,0,1400,100,0,0,-8310.0
195,1,2,3.0,0,0,0,800,100,0,0,-8310.0
195,1,3,1.0,0,0,0,800,100,0,0,-8310.0
196,0,0,1.0,0,0,0,1200,100,0,1,-12000.0
196,0,1,3.0,0,0,0,1200,100,0,0,-12000.0
196,1,2,0.0,1,2,0,900,0,0,1,-12000.0
196,1,3,0.0,1,2,0,900,0,0,1,-12000.0
197,0,0,2.0,0,0,0,1000,100,0,0,-2000.0
197,0,1,4.0,0,0,0,1000,100,0,0,-2000.0
197,1,2,0.0,1,1,0,1100,0,0,1,-2000.0
197,1,3,0.0,1,1,0,1100,0,0,1,-2000.0
198,0,0,0.0,1,2,0,900,0,0,1,-6000.0
198,0,1,5.0,0,0,0,900,100,0,0,-6000.0
198,1,2,1.0,0,0,0,1100,100,0,1,-6000.0
198,1,3,1.0,0,0,0,1100,100,0,0,-6000.0
199,0,0,0.0,1,1,0,800,0,0,1,-7000.0
199,0,1,6.0,0,0,0,800,100,0,0,-7000.0
199,1,2,0.0,1,2,0,1100,0,0,1,-7000.0
199,1,3,2.0,0,0,0,1100,100,0,0,-7000.0
